# === Skript's variable storage ===
# Please do not modify this file manually!
#
# version: 2.6.4

acopper.name, string, 8018C2A7375BC2A761E29C94204162696C697461746FC2A7375D
blockscolor::<player>::broke::light_blue_shulker_box, long, 0000000000000000
blockscolor::<player>::broke::light_blue_stained_glass, long, 0000000000000000
blockscolor::<player>::broke::light_blue_stained_glass_pane, long, 0000000000000000
blockscolor::<player>::broke::light_blue_terracotta, long, 0000000000000000
blockscolor::<player>::broke::light_blue_wool, long, 0000000000000000
blockscolor::<player>::broke::light_gray_bed, long, 0000000000000000
blockscolor::<player>::broke::light_gray_candle, long, 0000000000000000
blockscolor::<player>::broke::light_gray_carpet, long, 0000000000000000
blockscolor::<player>::broke::light_gray_concrete, long, 0000000000000000
blockscolor::<player>::broke::light_gray_concrete_powder, long, 0000000000000000
blockscolor::<player>::broke::light_gray_glazed_terracotta, long, 0000000000000000
blockscolor::<player>::broke::light_gray_shulker_box, long, 0000000000000000
blockscolor::<player>::broke::light_gray_stained_glass, long, 0000000000000000
blockscolor::<player>::broke::light_gray_stained_glass_pane, long, 0000000000000000
blockscolor::<player>::broke::light_gray_terracotta, long, 0000000000000000
blockscolor::<player>::broke::light_gray_wool, long, 0000000000000000
blockscolor::<player>::broke::lime_bed, long, 0000000000000000
blockscolor::<player>::broke::lime_candle, long, 0000000000000000
blockscolor::<player>::broke::lime_carpet, long, 0000000000000000
blockscolor::<player>::broke::lime_concrete, long, 0000000000000000
blockscolor::<player>::broke::lime_concrete_powder, long, 0000000000000000
blockscolor::<player>::broke::lime_glazed_terracotta, long, 0000000000000000
blockscolor::<player>::broke::lime_shulker_box, long, 0000000000000000
blockscolor::<player>::broke::lime_stained_glass, long, 0000000000000000
blockscolor::<player>::broke::lime_stained_glass_pane, long, 0000000000000000
blockscolor::<player>::broke::lime_terracotta, long, 0000000000000000
blockscolor::<player>::broke::lime_wool, long, 0000000000000000
blockscolor::<player>::broke::magenta_bed, long, 0000000000000000
blockscolor::<player>::broke::magenta_candle, long, 0000000000000000
blockscolor::<player>::broke::magenta_carpet, long, 0000000000000000
blockscolor::<player>::broke::magenta_concrete, long, 0000000000000000
blockscolor::<player>::broke::magenta_concrete_powder, long, 0000000000000000
blockscolor::<player>::broke::magenta_glazed_terracotta, long, 0000000000000000
blockscolor::<player>::broke::magenta_shulker_box, long, 0000000000000000
blockscolor::<player>::broke::magenta_stained_glass, long, 0000000000000000
blockscolor::<player>::broke::magenta_stained_glass_pane, long, 0000000000000000
blockscolor::<player>::broke::magenta_terracotta, long, 0000000000000000
blockscolor::<player>::broke::magenta_wool, long, 0000000000000000
blockscolor::<player>::broke::orange_bed, long, 0000000000000000
blockscolor::<player>::broke::orange_candle, long, 0000000000000000
blockscolor::<player>::broke::orange_carpet, long, 0000000000000000
blockscolor::<player>::broke::orange_concrete, long, 0000000000000000
blockscolor::<player>::broke::orange_concrete_powder, long, 0000000000000000
blockscolor::<player>::broke::orange_glazed_terracotta, long, 0000000000000000
blockscolor::<player>::broke::orange_shulker_box, long, 0000000000000000
blockscolor::<player>::broke::orange_stained_glass, long, 0000000000000000
blockscolor::<player>::broke::orange_stained_glass_pane, long, 0000000000000000
blockscolor::<player>::broke::orange_terracotta, long, 0000000000000000
blockscolor::<player>::broke::orange_wool, long, 0000000000000000
blockscolor::<player>::broke::pink_bed, long, 0000000000000000
blockscolor::<player>::broke::pink_candle, long, 0000000000000000
blockscolor::<player>::broke::pink_carpet, long, 0000000000000000
blockscolor::<player>::broke::pink_concrete, long, 0000000000000000
blockscolor::<player>::broke::pink_concrete_powder, long, 0000000000000000
blockscolor::<player>::broke::pink_glazed_terracotta, long, 0000000000000000
blockscolor::<player>::broke::pink_shulker_box, long, 0000000000000000
blockscolor::<player>::broke::pink_stained_glass, long, 0000000000000000
blockscolor::<player>::broke::pink_stained_glass_pane, long, 0000000000000000
blockscolor::<player>::broke::pink_terracotta, long, 0000000000000000
blockscolor::<player>::broke::pink_wool, long, 0000000000000000
blockscolor::<player>::broke::purple_bed, long, 0000000000000000
blockscolor::<player>::broke::purple_candle, long, 0000000000000000
blockscolor::<player>::broke::purple_carpet, long, 0000000000000000
blockscolor::<player>::broke::purple_concrete, long, 0000000000000000
blockscolor::<player>::broke::purple_concrete_powder, long, 0000000000000000
blockscolor::<player>::broke::purple_glazed_terracotta, long, 0000000000000000
blockscolor::<player>::broke::purple_shulker_box, long, 0000000000000000
blockscolor::<player>::broke::purple_stained_glass, long, 0000000000000000
blockscolor::<player>::broke::purple_stained_glass_pane, long, 0000000000000000
blockscolor::<player>::broke::purple_terracotta, long, 0000000000000000
blockscolor::<player>::broke::purple_wool, long, 0000000000000000
blockscolor::<player>::broke::red_bed, long, 0000000000000000
blockscolor::<player>::broke::red_candle, long, 0000000000000000
blockscolor::<player>::broke::red_carpet, long, 0000000000000000
blockscolor::<player>::broke::red_concrete, long, 0000000000000000
blockscolor::<player>::broke::red_concrete_powder, long, 0000000000000000
blockscolor::<player>::broke::red_glazed_terracotta, long, 0000000000000000
blockscolor::<player>::broke::red_shulker_box, long, 0000000000000000
blockscolor::<player>::broke::red_stained_glass, long, 0000000000000000
blockscolor::<player>::broke::red_stained_glass_pane, long, 0000000000000000
blockscolor::<player>::broke::red_terracotta, long, 0000000000000000
blockscolor::<player>::broke::red_wool, long, 0000000000000000
blockscolor::<player>::broke::shulker_box, long, 0000000000000000
blockscolor::<player>::broke::terracotta, long, 0000000000000000
blockscolor::<player>::broke::tinted_glass, long, 0000000000000000
blockscolor::<player>::broke::white_bed, long, 0000000000000000
blockscolor::<player>::broke::white_candle, long, 0000000000000000
blockscolor::<player>::broke::white_carpet, long, 0000000000000000
blockscolor::<player>::broke::white_concrete, long, 0000000000000000
blockscolor::<player>::broke::white_concrete_powder, long, 0000000000000000
blockscolor::<player>::broke::white_glazed_terracotta, long, 0000000000000000
blockscolor::<player>::broke::white_shulker_box, long, 0000000000000000
blockscolor::<player>::broke::white_stained_glass, long, 0000000000000000
blockscolor::<player>::broke::white_stained_glass_pane, long, 0000000000000000
blockscolor::<player>::broke::white_terracotta, long, 0000000000000000
blockscolor::<player>::broke::white_wool, long, 0000000000000000
blockscolor::<player>::broke::yellow_bed, long, 0000000000000000
blockscolor::<player>::broke::yellow_candle, long, 0000000000000000
blockscolor::<player>::broke::yellow_carpet, long, 0000000000000000
blockscolor::<player>::broke::yellow_concrete, long, 0000000000000000
blockscolor::<player>::broke::yellow_concrete_powder, long, 0000000000000000
blockscolor::<player>::broke::yellow_glazed_terracotta, long, 0000000000000000
blockscolor::<player>::broke::yellow_shulker_box, long, 0000000000000000
blockscolor::<player>::broke::yellow_stained_glass, long, 0000000000000000
blockscolor::<player>::broke::yellow_stained_glass_pane, long, 0000000000000000
blockscolor::<player>::broke::yellow_terracotta, long, 0000000000000000
blockscolor::<player>::broke::yellow_wool, long, 0000000000000000
blockscolor::<player>::brown_bed, long, 0000000000000000
blockscolor::<player>::brown_candle, long, 0000000000000000
blockscolor::<player>::brown_carpet, long, 0000000000000000
blockscolor::<player>::brown_concrete, long, 0000000000000000
blockscolor::<player>::brown_concrete_powder, long, 0000000000000000
blockscolor::<player>::brown_glazed_terracotta, long, 0000000000000000
blockscolor::<player>::brown_shulker_box, long, 0000000000000000
blockscolor::<player>::brown_stained_glass, long, 0000000000000000
blockscolor::<player>::brown_stained_glass_pane, long, 0000000000000000
blockscolor::<player>::brown_terracotta, long, 0000000000000000
blockscolor::<player>::brown_wool, long, 0000000000000000
blockscolor::<player>::candle, long, 0000000000000000
blockscolor::<player>::cyan_bed, long, 0000000000000000
blockscolor::<player>::cyan_candle, long, 0000000000000000
blockscolor::<player>::cyan_carpet, long, 0000000000000000
blockscolor::<player>::cyan_concrete, long, 0000000000000000
blockscolor::<player>::cyan_concrete_powder, long, 0000000000000000
blockscolor::<player>::cyan_glazed_terracotta, long, 0000000000000000
blockscolor::<player>::cyan_shulker_box, long, 0000000000000000
blockscolor::<player>::cyan_stained_glass, long, 0000000000000000
blockscolor::<player>::cyan_stained_glass_pane, long, 0000000000000000
blockscolor::<player>::cyan_terracotta, long, 0000000000000000
blockscolor::<player>::cyan_wool, long, 0000000000000000
blockscolor::<player>::glass, long, 0000000000000000
blockscolor::<player>::glass_pane, long, 0000000000000000
blockscolor::<player>::gray_bed, long, 0000000000000000
blockscolor::<player>::gray_candle, long, 0000000000000000
blockscolor::<player>::gray_carpet, long, 0000000000000000
blockscolor::<player>::gray_concrete, long, 0000000000000000
blockscolor::<player>::gray_concrete_powder, long, 0000000000000000
blockscolor::<player>::gray_glazed_terracotta, long, 0000000000000000
blockscolor::<player>::gray_shulker_box, long, 0000000000000000
blockscolor::<player>::gray_stained_glass, long, 0000000000000000
blockscolor::<player>::gray_stained_glass_pane, long, 0000000000000000
blockscolor::<player>::gray_terracotta, long, 0000000000000000
blockscolor::<player>::gray_wool, long, 0000000000000000
blockscolor::<player>::green_bed, long, 0000000000000000
blockscolor::<player>::green_candle, long, 0000000000000000
blockscolor::<player>::green_carpet, long, 0000000000000000
blockscolor::<player>::green_concrete, long, 0000000000000000
blockscolor::<player>::green_concrete_powder, long, 0000000000000000
blockscolor::<player>::green_glazed_terracotta, long, 0000000000000000
blockscolor::<player>::green_shulker_box, long, 0000000000000000
blockscolor::<player>::green_stained_glass, long, 0000000000000000
blockscolor::<player>::green_stained_glass_pane, long, 0000000000000000
blockscolor::<player>::green_terracotta, long, 0000000000000000
blockscolor::<player>::green_wool, long, 0000000000000000
blockscolor::<player>::light_blue_bed, long, 0000000000000000
blockscolor::<player>::light_blue_candle, long, 0000000000000000
blockscolor::<player>::light_blue_carpet, long, 0000000000000000
blockscolor::<player>::light_blue_concrete, long, 0000000000000000
blockscolor::<player>::light_blue_concrete_powder, long, 0000000000000000
blockscolor::<player>::light_blue_glazed_terracotta, long, 0000000000000000
blockscolor::<player>::light_blue_shulker_box, long, 0000000000000000
blockscolor::<player>::light_blue_stained_glass, long, 0000000000000000
blockscolor::<player>::light_blue_stained_glass_pane, long, 0000000000000000
blockscolor::<player>::light_blue_terracotta, long, 0000000000000000
blockscolor::<player>::light_blue_wool, long, 0000000000000000
blockscolor::<player>::light_gray_bed, long, 0000000000000000
blockscolor::<player>::light_gray_candle, long, 0000000000000000
blockscolor::<player>::light_gray_carpet, long, 0000000000000000
blockscolor::<player>::light_gray_concrete, long, 0000000000000000
blockscolor::<player>::light_gray_concrete_powder, long, 0000000000000000
blockscolor::<player>::light_gray_glazed_terracotta, long, 0000000000000000
blockscolor::<player>::light_gray_shulker_box, long, 0000000000000000
blockscolor::<player>::light_gray_stained_glass, long, 0000000000000000
blockscolor::<player>::light_gray_stained_glass_pane, long, 0000000000000000
blockscolor::<player>::light_gray_terracotta, long, 0000000000000000
blockscolor::<player>::light_gray_wool, long, 0000000000000000
blockscolor::<player>::lime_bed, long, 0000000000000000
blockscolor::<player>::lime_candle, long, 0000000000000000
blockscolor::<player>::lime_carpet, long, 0000000000000000
blockscolor::<player>::lime_concrete, long, 0000000000000000
blockscolor::<player>::lime_concrete_powder, long, 0000000000000000
blockscolor::<player>::lime_glazed_terracotta, long, 0000000000000000
blockscolor::<player>::lime_shulker_box, long, 0000000000000000
blockscolor::<player>::lime_stained_glass, long, 0000000000000000
blockscolor::<player>::lime_stained_glass_pane, long, 0000000000000000
blockscolor::<player>::lime_terracotta, long, 0000000000000000
blockscolor::<player>::lime_wool, long, 0000000000000000
blockscolor::<player>::magenta_bed, long, 0000000000000000
blockscolor::<player>::magenta_candle, long, 0000000000000000
blockscolor::<player>::magenta_carpet, long, 0000000000000000
blockscolor::<player>::magenta_concrete, long, 0000000000000000
blockscolor::<player>::magenta_concrete_powder, long, 0000000000000000
blockscolor::<player>::magenta_glazed_terracotta, long, 0000000000000000
blockscolor::<player>::magenta_shulker_box, long, 0000000000000000
blockscolor::<player>::magenta_stained_glass, long, 0000000000000000
blockscolor::<player>::magenta_stained_glass_pane, long, 0000000000000000
blockscolor::<player>::magenta_terracotta, long, 0000000000000000
blockscolor::<player>::magenta_wool, long, 0000000000000000
blockscolor::<player>::orange_bed, long, 0000000000000000
blockscolor::<player>::orange_candle, long, 0000000000000000
blockscolor::<player>::orange_carpet, long, 0000000000000000
blockscolor::<player>::orange_concrete, long, 0000000000000000
blockscolor::<player>::orange_concrete_powder, long, 0000000000000000
blockscolor::<player>::orange_glazed_terracotta, long, 0000000000000000
blockscolor::<player>::orange_shulker_box, long, 0000000000000000
blockscolor::<player>::orange_stained_glass, long, 0000000000000000
blockscolor::<player>::orange_stained_glass_pane, long, 0000000000000000
blockscolor::<player>::orange_terracotta, long, 0000000000000000
blockscolor::<player>::orange_wool, long, 0000000000000000
blockscolor::<player>::pickup, long, 0000000000000000
blockscolor::<player>::pickup::black_bed, long, 0000000000000000
blockscolor::<player>::pickup::black_candle, long, 0000000000000000
blockscolor::<player>::pickup::black_carpet, long, 0000000000000000
blockscolor::<player>::pickup::black_concrete, long, 0000000000000000
blockscolor::<player>::pickup::black_concrete_powder, long, 0000000000000000
